asv,run,time,day,treatment,mean_rel_abundance,sd_rel_abundance,phylum,family,genus,upper,lower
03657ea27a9344ae5f2d63e5107e1764,T49,144,6,control,0.9654371955105068,0.336979594516079,Bacteroidetes,Prevotellaceae,Prevotella,1.3024167900265857,0.6284576009944278
936d41d67a74631b094093002575c46c,T49,144,6,control,0.10204894631337826,0.03358774936596618,Firmicutes,Clostridiaceae 1,Clostridium sensu stricto,0.13563669567934444,0.06846119694741207
4eed24d6c4e3021acb030725d348321a,T49,144,6,control,0.5913634027490582,0.0364375770968625,Firmicutes,Acidaminococcaceae,Succiniclasticum,0.6278009798459206,0.5549258256521957
42cd88d12d9f9b60e784226a2cc22d5b,T49,144,6,control,0.07241817686178337,0.015120570699532569,Firmicutes,Veillonellaceae,Megasphaera,0.08753874756131594,0.0572976061622508
a3efe3007ff4a95c39c43db50ef97a5f,T49,144,6,control,1.1119702102141613,0.041503259153213505,Firmicutes,Lachnospiraceae,Lachnospira,1.1534734693673747,1.070466951060948
4cabbf85e84c4191480bc903f30023f4,T49,144,6,control,0.07988510812654885,0.007838717457229298,Firmicutes,Acidaminococcaceae,Acidaminococcus,0.08772382558377814,0.07204639066931956
4cfe68b620806ddddee18f160eb0f211,T49,144,6,control,0.20086818889113886,0.04995401048078619,Firmicutes,Lactobacillaceae,Lactobacillus,0.25082219937192507,0.15091417841035268
e52b3cb48efada0ff228ced44ba7d65e,T49,144,6,control,0.31352799130354014,0.07176930667072746,Firmicutes,Veillonellaceae,Schwartzia,0.3852972979742676,0.2417586846328127
cc8ac5059af0761da11071f3636eb85d,T49,144,6,control,0.1285822058314441,0.05606496817859609,Proteobacteria,Succinivibrionaceae,Ruminobacter,0.18464717401004022,0.07251723765284802
65ab3f7a86e3458c51e2b86c3466010a,T49,144,6,control,0.19019372538198406,0.033658392932618506,Bacteroidetes,Prevotellaceae,Prevotella,0.22385211831460256,0.15653533244936557
e68d406568a9248c705e32052bac70b7,T49,144,6,control,0.08865212066464621,0.02048654282283436,Firmicutes,Acidaminococcaceae,Acidaminococcus,0.10913866348748058,0.06816557784181185
578d88ce533d6ff7483205a19862ccce,T49,144,6,control,0.08965422011505918,0.03499833907608176,Spirochaetes,Spirochaetaceae,Treponema,0.12465255919114093,0.054655881038977415
187cb81de8e37e5c38e6aaa4180f4554,T49,144,6,control,0.3340817817071682,0.09148441876424665,Firmicutes,Lachnospiraceae,Lachnospiracea_incertae_sedis,0.4255662004714148,0.24259736294292153
07a095c2d0d75a05f8e84ea10f1e4860,T49,144,6,control,0.9174930349974034,0.190626374403162,Tenericutes,Anaeroplasmataceae,Anaeroplasma,1.1081194094005653,0.7268666605942414
0510694978e1fab9019bb854aa55b2aa,T49,144,6,control,0.3822196188311908,0.05037273858280644,Firmicutes,Acidaminococcaceae,Succiniclasticum,0.43259235741399726,0.3318468802483844
8fbb34c45e10ebdbed95d1e5ec9f8283,T49,144,6,control,0.21034759863012648,0.048378154713371174,Bacteroidetes,Prevotellaceae,Prevotella,0.2587257533434977,0.1619694439167553
e76189123b55368ec88bcbd085493eb1,T49,144,6,control,0.12362479957233116,0.07567951681425286,Proteobacteria,Succinivibrionaceae,Ruminobacter,0.19930431638658402,0.0479452827580783
ed807214c5c32b7d9e1baed78a559fb1,T49,144,6,control,0.18503818948216036,0.04648667374541928,Bacteroidetes,Prevotellaceae,Prevotella,0.23152486322757965,0.13855151573674107
7825ecb3b4198d94c57b64b9f7405ed9,T49,144,6,control,0.18407638161212192,0.02746857304460869,Firmicutes,Veillonellaceae,Selenomonas,0.21154495465673062,0.15660780856751322
ddf83484491e065e14a4c9e3edc824d3,T49,144,6,control,0.26393749535133126,0.03952757930423026,Actinobacteria,Coriobacteriaceae,Olsenella,0.3034650746555615,0.224409916047101
c9064455c7240e66e8228f13b67dd45f,T49,144,6,control,0.11250955703006618,0.013629244017217056,Bacteroidetes,Prevotellaceae,Prevotella,0.12613880104728323,0.09888031301284912
ae1f7dcd93eb52c56946d27f66ff8efe,T49,144,6,control,0.32596629384793435,0.05902207314591735,Firmicutes,Acidaminococcaceae,Succiniclasticum,0.3849883669938517,0.266944220702017
165371fea109d3d1678cd4ec678eb3a4,T49,144,6,control,0.18667073003167936,0.02202398430564981,Firmicutes,Lachnospiraceae,Lachnobacterium,0.20869471433732917,0.16464674572602955
b4290fdd27c4777b907f95fd52644a4b,T49,144,6,control,0.061748005439058534,0.023118377827125402,Actinobacteria,Coriobacteriaceae,Olsenella,0.08486638326618394,0.03862962761193313
25a2aebe0929880e667013deea1d0d6a,T49,144,6,control,0.3119268285486336,0.23614058716744887,Fibrobacteres,Fibrobacteraceae,Fibrobacter,0.5480674157160824,0.0757862413811847
bf0973b65b57de64901958f429d4eb1f,T49,144,6,control,0.3003435574274406,0.1312466438854114,Bacteroidetes,Prevotellaceae,Prevotella,0.43159020131285203,0.16909691354202921
e52c3c6840467250154c0622709e186c,T49,144,6,control,0.36070636106785636,0.013437543530486882,Bacteroidetes,Prevotellaceae,Prevotella,0.37414390459834324,0.3472688175373695
376395efe79ad3103e276f886bb18dc8,T49,144,6,control,0.13926171223753983,0.023955761266802166,Bacteroidetes,Prevotellaceae,Prevotella,0.163217473504342,0.11530595097073766
13fd87290979fb10df67fafbf74b4e5e,T49,144,6,control,0.19614736138710057,0.06738774176269074,Bacteroidetes,Prevotellaceae,Prevotella,0.26353510314979134,0.12875961962440982
5c439b96755ec0cb2107fdfa502b820b,T49,144,6,control,0.21576832477791252,0.02973594230858152,Bacteroidetes,Prevotellaceae,Prevotella,0.24550426708649403,0.18603238246933101
7340ca96188ba152138c1e0dc810386f,T49,144,6,control,0.19276369422399675,0.04091180878833537,Bacteroidetes,Prevotellaceae,Prevotella,0.23367550301233211,0.1518518854356614
3e9e572f8eb35051040bb8e93de5acb6,T49,144,6,control,0.16083913937044328,0.017963545206279342,Bacteroidetes,Prevotellaceae,Prevotella,0.17880268457672263,0.14287559416416393
5b4bd597186dd81de876a8e11db985f4,T49,144,6,control,0.10962563878500167,0.028373928160436032,Bacteroidetes,Prevotellaceae,Prevotella,0.1379995669454377,0.08125171062456564
a3b1e9ddbd2557edf40170424b4fcb32,T49,144,6,control,0.26299286416482553,0.02431008364754686,Euryarchaeota,Methanobacteriaceae,Methanobrevibacter,0.2873029478123724,0.23868278051727868
a7f7300a7ab379c105e330e34b4c296a,T49,144,6,control,0.1611423566854057,0.013160324763039888,Firmicutes,Lachnospiraceae,Clostridium XlVa,0.17430268144844557,0.1479820319223658
044c13e549f8c85892157ce0331b479b,T49,144,6,control,0.17668227239868517,0.019235168264456842,Proteobacteria,Succinivibrionaceae,Succinivibrio,0.195917440663142,0.15744710413422833
c23f27a5504ab7dfc33ba128fcb54644,T49,144,6,control,0.28651020882462475,0.08799300091770405,Bacteroidetes,Prevotellaceae,Prevotella,0.3745032097423288,0.19851720790692068
d7e3712b16f47a8ef9aa55666b1a3d81,T49,144,6,control,0.07829975745195267,0.036573500988366946,Spirochaetes,Spirochaetaceae,Treponema,0.11487325844031962,0.04172625646358572
95640f197bbbc969fe438cd42885c71b,T49,144,6,control,0.17383858556290824,0.010399294114842807,Euryarchaeota,Methanobacteriaceae,Methanobrevibacter,0.18423787967775104,0.16343929144806543
3cad65a12078f7b2e7cbccb0858859ca,T49,144,6,control,0.1937313078833287,0.031908252462467486,Bacteroidetes,Prevotellaceae,Prevotella,0.2256395603457962,0.16182305542086123
7c4da1043e537fb8c430c9b7e049bd77,T49,144,6,control,0.18543153421197092,0.06872219181256618,Spirochaetes,Spirochaetaceae,Treponema,0.2541537260245371,0.11670934239940474
d45b4d0876468105248c63269ce10f95,T49,144,6,control,0.08575866650329542,0.01172263806496369,Firmicutes,Lactobacillaceae,Lactobacillus,0.09748130456825911,0.07403602843833172
48f3e775f5ddfc882f434e196ed29f46,T49,144,6,control,0.4041378487287935,0.07881204122794991,Bacteroidetes,Prevotellaceae,Prevotella,0.48294988995674337,0.3253258075008436
a92a53063bbbe47a4362bfe0d5c1a20a,T49,144,6,control,0.167231209304554,0.03481853742490784,Firmicutes,Lachnospiraceae,Pseudobutyrivibrio,0.20204974672946185,0.13241267187964617
93e111da837bdda9ba631cefec734ce9,T49,144,6,control,0.09561967237570702,0.022436872591926362,Firmicutes,Acidaminococcaceae,Succiniclasticum,0.11805654496763339,0.07318279978378066
62fe1b16b360f03d4932f5306c9ea5bf,T49,144,6,control,0.2982841020930527,0.05576335376244977,Bacteroidetes,Prevotellaceae,Prevotella,0.3540474558555025,0.24252074833060294
ca32b3ca301b1d47d9722bc385e4d019,T49,144,6,control,0.16210132600079072,0.023604272657287293,Bacteroidetes,Prevotellaceae,Prevotella,0.185705598658078,0.13849705334350343
4b0c3d0c225a9644808cbbd1944cdbfa,T49,144,6,control,0.054736624615733025,0.019106308929904996,Firmicutes,Lactobacillaceae,Lactobacillus,0.07384293354563802,0.03563031568582803
f3888d0f0d25bf1e61cb7bca9e544694,T49,144,6,control,0.13666061462307533,0.02604213012702502,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,0.16270274475010035,0.1106184844960503
4aceb3c103c4e84e9265f451b48ff918,T49,144,6,control,0.13385677775040966,0.02281700448188589,Firmicutes,Veillonellaceae,Selenomonas,0.15667378223229556,0.11103977326852377
cbc2776f8b532cc792c152cf976ba408,T49,144,6,control,0.040591582785427065,0.016860472906205452,Firmicutes,Ruminococcaceae,Ruminococcus,0.05745205569163252,0.023731109879221612
fcc8765548eb1bd79b0b8d5a3ff6f0c2,T49,144,6,control,0.04652172619155431,0.018459326162694106,Bacteroidetes,Prevotellaceae,Prevotella,0.06498105235424842,0.028062400028860207
2b649ef5482eed01ab4024343e09fd54,T49,144,6,control,0.1907628235843328,0.08750242989925694,Firmicutes,Lachnospiraceae,Butyrivibrio,0.27826525348358977,0.10326039368507586
224358701bd33f31f3ebd10ff1e68625,T49,144,6,control,0.14495906344264328,0.011446214162170287,Bacteroidetes,Prevotellaceae,Prevotella,0.15640527760481357,0.133512849280473
bc657f70f52928793e9595e7a6a2ab3e,T49,144,6,control,0.09960579501958224,0.0115462510934958,Firmicutes,Lachnospiraceae,Lactonifactor,0.11115204611307804,0.08805954392608643
9aca0541fb0f8706ab382b566dc190d9,T49,144,6,control,0.14792923084473772,0.0872640822098582,Bacteroidetes,Prevotellaceae,Prevotella,0.2351933130545959,0.060665148634879526
13584433604b81645bc5d8649c9c2247,T49,144,6,control,0.039183571539161244,0.014711969472013272,Tenericutes,Anaeroplasmataceae,Anaeroplasma,0.05389554101117452,0.02447160206714797
966177e54bb84f1b134a991788419740,T49,144,6,control,0.10866612333604998,NA,Firmicutes,Lactobacillaceae,Lactobacillus,NA,NA
f338db26780b640a704e99952f90c1bc,T49,144,6,control,0.11539069689156427,0.02929075677900494,Firmicutes,Lachnospiraceae,Butyrivibrio,0.1446814536705692,0.08609994011255932
25f822199c724361b7deaaba269bde3d,T49,144,6,control,0.11773361081294693,0.02266157733698202,Bacteroidetes,Prevotellaceae,Prevotella,0.14039518814992896,0.0950720334759649
d9a97300bce273ab6cb3668b4cc43b4b,T49,144,6,control,0.1681507702740911,0.018803884178865863,Bacteroidetes,Prevotellaceae,Prevotella,0.18695465445295695,0.14934688609522523
47a22ec3ade1bb838cab686cf2ba8860,T49,144,6,control,0.02587806947708047,0.005049370017087649,Bacteroidetes,Prevotellaceae,Prevotella,0.030927439494168117,0.02082869945999282
ae505f28c199741370f1f4cb844e5aac,T49,144,6,control,0.030866171229194696,0.00956669610560514,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,0.04043286733479984,0.021299475123589554
7cf12b90c201ae0b6d4c131c24832b36,T49,144,6,control,0.11074913144051411,0.05555353802965041,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,0.16630266947016453,0.055195593410863705
ef3530751153217e5b795e732c2faaba,T49,144,6,control,0.08054041850970818,0.018312563507365334,Synergistetes,Synergistaceae,Pyramidobacter,0.09885298201707352,0.06222785500234285
06031a93deb8a31b2a816e30ab2e4eaa,T49,144,6,control,0.1460325397504212,0.029374023533318527,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.1754065632837397,0.11665851621710266
7f4933dd916dca960587071e36fd6d39,T49,144,6,control,0.07394984957055205,0.01680665143322234,Bacteroidetes,Prevotellaceae,Prevotella,0.09075650100377439,0.05714319813732971
316a453292cfec9587ebe7d0eccd7fd6,T49,144,6,control,0.08858651358917119,NA,Firmicutes,Veillonellaceae,Anaerovibrio,NA,NA
e3242ffb2aca397ec7638d126c5268c8,T49,144,6,control,0.05068949243203154,0.024834931693768374,Bacteroidetes,Prevotellaceae,Prevotella,0.0755244241257999,0.025854560738263165
024975f0b4c79bfb02d844722b98d01a,T49,144,6,control,0.044715576340697685,0.007020968359083818,Bacteroidetes,Prevotellaceae,Prevotella,0.051736544699781506,0.037694607981613865
5884da3b31426324dfab027f4806c55a,T49,144,6,control,0.10886839681330451,0.01580080004452973,Bacteroidetes,Prevotellaceae,Prevotella,0.12466919685783424,0.09306759676877478
4edc7995f86546294d9c5f99484bd7e3,T49,144,6,control,0.014569073715305036,0.0062358721427967145,Fibrobacteres,Fibrobacteraceae,Fibrobacter,0.02080494585810175,0.00833320157250832
6debe854853097ddd917afa9f47c0935,T49,144,6,control,0.07901714946053855,0.014709655801860705,Fibrobacteres,Fibrobacteraceae,Fibrobacter,0.09372680526239925,0.06430749365867784
d09cf6e848f24d03aa24c5c830247c05,T49,144,6,control,0.17581109747587406,0.06957264080733946,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,0.24538373828321353,0.1062384566685346
13b536311a58280b366f1b99e1575955,T49,144,6,control,0.0440740939602546,0.018586150701285435,Bacteroidetes,Prevotellaceae,Prevotella,0.06266024466154003,0.025487943258969165
87a1d87effd61fab52661bbd5086fede,T49,144,6,control,0.47452623426477747,0.14018626109042698,Bacteroidetes,Prevotellaceae,Prevotella,0.6147124953552044,0.3343399731743505
66611d8419e96bc3a9fbc37e12f7b558,T49,144,6,control,0.07379315584874475,0.010436549025262356,Tenericutes,Anaeroplasmataceae,Anaeroplasma,0.0842297048740071,0.0633566068234824
c12e7fc0b9bc455a4d34e18c7c1b7c5e,T49,144,6,control,0.17351793879822355,0.03327640738086083,Bacteroidetes,Prevotellaceae,Prevotella,0.20679434617908438,0.14024153141736273
8ad518826a24181d0f5cc1b48ab1ed18,T49,144,6,control,0.02437330196323337,0.005789565018082316,Spirochaetes,Spirochaetaceae,Treponema,0.03016286698131569,0.018583736945151055
bc9d2da67802af65751058fc9d13df2b,T49,144,6,control,0.02771257805463525,0.007711338194787686,Bacteroidetes,Prevotellaceae,Paraprevotella,0.03542391624942293,0.020001239859847565
a562f657e8d2cb0f238bd879f764b62e,T49,144,6,control,0.0499158847583996,0.004748714954662657,Bacteroidetes,Prevotellaceae,Prevotella,0.054664599713062256,0.045167169803736945
ee99ffa6ea223d976c7177d6db024de8,T49,144,6,control,0.06681852532987474,0.03015984630181376,Firmicutes,Veillonellaceae,Selenomonas,0.0969783716316885,0.036658679028060984
edbe389337b6803b784b2f4b3bc125f5,T49,144,6,control,0.08625103575809065,0.0345313955120397,Spirochaetes,Spirochaetaceae,Treponema,0.12078243127013036,0.05171964024605095
302b9cfaa823e2e25a0c0c386e761234,T49,144,6,control,0.06705864910489731,0.007771281008606336,Verrucomicrobia,Subdivision3_genera_incertae_sedis,Subdivision3_genera_incertae_sedis,0.07482993011350364,0.059287368096290975
c034a8683d958d6859adcaec9e4ed009,T49,144,6,control,0.09356405168461528,0.01847863078379561,Actinobacteria,Coriobacteriaceae,Olsenella,0.11204268246841088,0.07508542090081967
0a350bdd01ef7e91567bdde1356685cc,T49,144,6,control,0.06618734175807056,0.007341499185404988,Bacteroidetes,Prevotellaceae,Prevotella,0.07352884094347555,0.05884584257266558
4057a3dc427706a43e30256e27f75446,T49,144,6,control,0.11847039592919473,0.026044131692649162,Firmicutes,Ruminococcaceae,Ruminococcus,0.14451452762184389,0.09242626423654557
eb1dbb56d192ae9a3c2f6ae62a9bfa43,T49,144,6,control,0.11388554793154088,0.03476976551789664,Tenericutes,Anaeroplasmataceae,Anaeroplasma,0.14865531344943753,0.07911578241364423
42055fd10e7438a8ce1e0ed35177ea3a,T49,144,6,control,0.09822715441452787,0.04991309222963576,Tenericutes,Anaeroplasmataceae,Anaeroplasma,0.14814024664416364,0.048314062184892106
f97ddd334ab24daf4b4f8cdd4083c880,T49,144,6,control,0.01801088365005268,0.007936830461412832,Bacteroidetes,Prevotellaceae,Prevotella,0.025947714111465514,0.010074053188639848
8b8d33df7143a84565ea140859b9e783,T49,144,6,control,0.05378908636567414,0.009715541598493275,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.0635046279641674,0.04407354476718086
66490fdaf2782a3a38f197ad57cb7fd3,T49,144,6,control,0.035067218751137046,0.00660229030746942,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis,0.04166950905860647,0.028464928443667624
dd5afe3838c88ecb661d440ffd0b035f,T49,144,6,control,0.08592223809999651,0.02186544589159353,Firmicutes,Acidaminococcaceae,Succiniclasticum,0.10778768399159004,0.06405679220840298
bdff7b8664142e21dfa33d3ada8670e4,T49,144,6,control,0.11446627353834725,0.004057367146936652,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.1185236406852839,0.1104089063914106
4aff7a0778a9d450e119c4f1db47e04c,T49,144,6,control,0.07985056216438086,0.00946160474578819,Bacteroidetes,Prevotellaceae,Prevotella,0.08931216691016905,0.07038895741859266
2b9616ab91e38a18605f3abf78caa9e0,T49,144,6,control,0.05433867486221593,0.012704906241796514,Fibrobacteres,Fibrobacteraceae,Fibrobacter,0.06704358110401244,0.04163376862041941
5499688b81b150d8d2af50f54d555be6,T49,144,6,control,0.03472945547400664,0.01204444854905827,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,0.04677390402306491,0.02268500692494837
7ed333e04a7902b20671478e66e69533,T49,144,6,control,0.0990120644734992,0.023292770831332365,Bacteroidetes,Prevotellaceae,Prevotella,0.12230483530483156,0.07571929364216683
929f97689bf4616c3d9a08498d9fc73b,T49,144,6,control,0.09434283467920374,0.0361409878967101,Firmicutes,Veillonellaceae,Selenomonas,0.13048382257591384,0.058201846782493634
185aa3e4633970030444b7751941e52c,T49,144,6,control,0.09920058594499502,0.01843773627173578,Actinobacteria,Coriobacteriaceae,Olsenella,0.1176383222167308,0.08076284967325924
b3eabfca158c79e19014676630c0ae4f,T49,144,6,control,0.14353684274748488,0.034548106154000294,Bacteroidetes,Prevotellaceae,Prevotella,0.17808494890148518,0.10898873659348458
5eec4f40fc9ecd1a69da0227059e8f78,T49,144,6,control,0.1120039902408917,0.007768534173062053,Proteobacteria,Succinivibrionaceae,Succinivibrio,0.11977252441395375,0.10423545606782963
56981a066316e6c88495fc0f5c08943d,T49,144,6,control,0.061616703209309266,0.014711256858542706,Firmicutes,Lachnospiraceae,Pseudobutyrivibrio,0.07632796006785197,0.04690544635076656
fcf1c6bde200efb3cff0aaef5b8a478d,T49,144,6,control,0.06496344329872554,NA,Bacteroidetes,Prevotellaceae,Prevotella,NA,NA
59ce0337143c5bfefc0e1d9512f77be6,T49,144,6,control,0.0447640850264895,0.008182666608775915,Firmicutes,Veillonellaceae,Anaerovibrio,0.05294675163526542,0.03658141841771358
e2b61d4571cec42e88f2deefc6842b37,T49,144,6,control,0.021260763261401083,NA,Bacteroidetes,Prevotellaceae,Prevotella,NA,NA
c5c38667b220e984f7887fb4db96f458,T49,144,6,control,0.0915518222325538,0.012865555870049682,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.10441737810260349,0.07868626636250411
2396fc4fda17ad880502aa179007134d,T49,144,6,control,0.022867080917609688,0.012294096131781923,Bacteroidetes,Prevotellaceae,Prevotella,0.03516117704939161,0.010572984785827765
3526517006b907ed6653c441d86b2b6c,T49,144,6,control,0.051451347765248,0.01973633692175692,Tenericutes,Anaeroplasmataceae,Anaeroplasma,0.07118768468700493,0.03171501084349108
54b2b742b67c59402b4b32c393534891,T49,144,6,control,0.09346742409702072,0.027585170705785592,Bacteroidetes,Prevotellaceae,Prevotella,0.12105259480280631,0.06588225339123513
bee202463933afc42f11fbd4e39c107f,T49,144,6,control,0.059669904063490806,0.01311090982074591,Bacteroidetes,Prevotellaceae,Prevotella,0.07278081388423671,0.0465589942427449
f4aa1a05e6cd0ddc1f854f6f377593a2,T49,144,6,control,0.010950962183377412,4.533693654286938e-4,Bacteroidetes,Prevotellaceae,Prevotella,0.011404331548806107,0.010497592817948717
5338c62ade914c5b444540aa2d2188ef,T49,144,6,control,0.05888013162083948,0.021847520526804658,Bacteroidetes,Prevotellaceae,Prevotella,0.08072765214764413,0.03703261109403482
d39cfc369ab27d58fd907af9163d1bb4,T49,144,6,control,0.0424758586885557,0.0144381414065434,Firmicutes,Ruminococcaceae,Ruminococcus,0.056914000095099095,0.0280377172820123
85b9360c61d23a9748bb397a01cc7341,T49,144,6,control,0.05218440275450303,0.017999776627719448,Firmicutes,Ruminococcaceae,Pseudoflavonifractor,0.07018417938222248,0.03418462612678358
49f911907addae02349eb8530460e604,T49,144,6,control,0.06624430823362755,0.027278236966448023,Spirochaetes,Spirochaetaceae,Treponema,0.09352254520007558,0.038966071267179526
02685f5596105805b00eba7e0bb2ec82,T49,144,6,control,0.07664379281234415,0.029130803531856583,Actinobacteria,Coriobacteriaceae,Olsenella,0.10577459634420074,0.04751298928048757
710d1d03491d799045d95fe675c64f56,T49,144,6,control,0.057740092750131325,0.016782721483838813,Spirochaetes,Spirochaetaceae,Treponema,0.07452281423397014,0.04095737126629251
6b2513e5cc219e482cfe4a9918ea6d67,T49,144,6,control,0.06887123895741334,0.020560087494837533,Bacteroidetes,Prevotellaceae,Prevotella,0.08943132645225088,0.04831115146257581
3350dc317315bf458e18889317143d97,T49,144,6,control,0.062424415227845906,0.012500662537692163,Spirochaetes,Spirochaetaceae,Treponema,0.07492507776553807,0.04992375269015374
fd123cb09d81a243a48f61802b5a7701,T49,144,6,control,0.05059526178182711,0.015806050567788447,Bacteroidetes,Prevotellaceae,Prevotella,0.06640131234961556,0.03478921121403866
71d3482aa4dca073948d94a07f65b8f1,T49,144,6,control,0.022534501299248617,0.010760051607859407,Bacteroidetes,Prevotellaceae,Paraprevotella,0.033294552907108026,0.01177444969138921
7211aa790738caac52e9ee0539809055,T49,144,6,control,0.032135428329538536,0.005403537439709165,Spirochaetes,Spirochaetaceae,Treponema,0.0375389657692477,0.02673189088982937
bdc53c878ffdd436cfbe085a1d1ada5d,T49,144,6,control,0.009572508132504801,0.004588611835331682,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.014161119967836483,0.004983896297173119
71deee6375dba4dcd1433a476794cefb,T49,144,6,control,0.051970754638980425,NA,Firmicutes,Lachnospiraceae,Clostridium XlVa,NA,NA
3479bc710904f6b0b7c5581a9567604f,T49,144,6,control,0.02714498981112117,0.006218602450877257,Verrucomicrobia,Subdivision5_genera_incertae_sedis,Subdivision5_genera_incertae_sedis,0.03336359226199843,0.020926387360243916
0862d12688b5f41eb47cef7add73e0ad,T49,144,6,control,0.055985284098799076,0.05376433665395141,Proteobacteria,Campylobacteraceae,Arcobacter,0.10974962075275049,0.0022209474448476665
d2623de245d388a4958dc4b15d243dc1,T49,144,6,control,0.048436316141507924,0.017453158255480838,Bacteroidetes,Prevotellaceae,Prevotella,0.06588947439698876,0.030983157886027086
162c7b7987f29fc8a612818fa1cca817,T49,144,6,control,0.049193879388294406,0.012427754566118046,Firmicutes,Ruminococcaceae,Ruminococcus,0.061621633954412454,0.03676612482217636
33ed0a545b5105858df2bb69ba2c9c47,T49,144,6,control,0.0536209615785407,0.00947239345044925,Firmicutes,Veillonellaceae,Selenomonas,0.06309335502898995,0.04414856812809145
