time,treatment,od,blank
228600.19,DMSO,0.3447,0.0855
230400.19,DMSO,0.3428,0.0856
232200.19,DMSO,0.3411,0.0851
234000.19,DMSO,0.3404,0.0854
235800.19,DMSO,0.3388,0.0857
237600.19,DMSO,0.3377,0.0856
239400.19,DMSO,0.336,0.0854
241200.19,DMSO,0.335,0.0855
243000.19,DMSO,0.3332,0.0855
244800.19,DMSO,0.3322,0.0853
246600.19,DMSO,0.3317,0.0858
0,AUR,0.0979,0.1064
1800.19,AUR,0.0965,0.1041
3600.19,AUR,0.0961,0.1013
5400.19,AUR,0.095,0.1001
7200.19,AUR,0.0949,0.0977
9000.19,AUR,0.0941,0.0973
10800.19,AUR,0.0935,0.0965
12600.19,AUR,0.0926,0.0956
14400.19,AUR,0.0926,0.0953
16200.19,AUR,0.0921,0.0946
18000.19,AUR,0.0921,0.0947
19800.19,AUR,0.0923,0.0936
21600.19,AUR,0.0917,0.0967
23400.19,AUR,0.0916,0.0927
25200.19,AUR,0.0908,0.0927
27000.19,AUR,0.0913,0.0919
28800.19,AUR,0.0913,0.0933
30600.19,AUR,0.0903,0.092
32400.19,AUR,0.091,0.0922
34200.19,AUR,0.0914,0.0914
36000.19,AUR,0.0915,0.0919
37800.19,AUR,0.0919,0.0934
39600.19,AUR,0.0927,0.094
41400.19,AUR,0.0935,0.0903
43200.19,AUR,0.0943,0.0931
45000.19,AUR,0.0957,0.0905
46800.19,AUR,0.0963,0.09
48600.19,AUR,0.0978,0.0908
50400.19,AUR,0.0988,0.0909
52200.19,AUR,0.1015,0.0903
54000.19,AUR,0.1039,0.0903
55800.19,AUR,0.1063,0.0908
57600.19,AUR,0.1086,0.0904
59400.19,AUR,0.1131,0.0899
61200.19,AUR,0.1179,0.0904
63000.19,AUR,0.1224,0.0896
64800.19,AUR,0.1271,0.0901
66600.19,AUR,0.1339,0.0894
68400.19,AUR,0.1392,0.0897
70200.19,AUR,0.1463,0.0896
72000.19,AUR,0.1513,0.0898
73800.19,AUR,0.1578,0.0897
75600.19,AUR,0.1649,0.0901
77400.19,AUR,0.1703,0.0888
79200.19,AUR,0.1753,0.0894
81000.19,AUR,0.18,0.0895
82800.19,AUR,0.1837,0.0894
84600.19,AUR,0.1894,0.0895
86400.19,AUR,0.1913,0.0892
88200.19,AUR,0.1953,0.0904
90000.19,AUR,0.1979,0.0888
91800.19,AUR,0.2011,0.09
93600.19,AUR,0.2029,0.0893
95400.19,AUR,0.2056,0.09
97200.19,AUR,0.2073,0.0896
99000.19,AUR,0.2098,0.0886
100800.19,AUR,0.2106,0.0894
102600.19,AUR,0.212,0.0904
104400.19,AUR,0.2129,0.0889
106200.19,AUR,0.2144,0.0888
108000.19,AUR,0.2149,0.0892
109800.19,AUR,0.2155,0.0892
111600.19,AUR,0.2161,0.0893
113400.19,AUR,0.2167,0.0895
115200.19,AUR,0.219,0.0886
117000.19,AUR,0.2188,0.0887
118800.19,AUR,0.219,0.0893
120600.19,AUR,0.2206,0.0889
122400.19,AUR,0.221,0.0892
124200.19,AUR,0.2216,0.0888
126000.19,AUR,0.2224,0.0891
127800.19,AUR,0.2222,0.0891
129600.19,AUR,0.2234,0.0905
131400.19,AUR,0.2233,0.0888
133200.19,AUR,0.2227,0.0896
135000.19,AUR,0.2236,0.0888
136800.19,AUR,0.2227,0.089
138600.19,AUR,0.2236,0.0889
140400.19,AUR,0.2227,0.0891
142200.19,AUR,0.2212,0.0891
144000.19,AUR,0.2218,0.089
145800.19,AUR,0.2217,0.0888
147600.19,AUR,0.2206,0.089
149400.19,AUR,0.2204,0.0891
151200.19,AUR,0.2194,0.0895
153000.19,AUR,0.219,0.0887
154800.19,AUR,0.2188,0.0889
156600.19,AUR,0.2168,0.0888
158400.19,AUR,0.2155,0.0883
160200.19,AUR,0.215,0.089
162000.19,AUR,0.2147,0.0894
163800.19,AUR,0.2131,0.0891
165600.19,AUR,0.2108,0.0889
167400.19,AUR,0.2096,0.0888
169200.19,AUR,0.2089,0.0896
171000.19,AUR,0.2065,0.0886
172800.19,AUR,0.2059,0.0884
174600.19,AUR,0.2037,0.0887
176400.19,AUR,0.2024,0.0887
178200.19,AUR,0.2019,0.0897
180000.19,AUR,0.2004,0.0889
181800.19,AUR,0.1992,0.0885
183600.19,AUR,0.1981,0.0893
185400.19,AUR,0.1958,0.089
187200.19,AUR,0.1953,0.0893
189000.19,AUR,0.1928,0.0894
190800.19,AUR,0.1927,0.0885
192600.19,AUR,0.1918,0.0895
194400.19,AUR,0.1883,0.089
196200.19,AUR,0.1876,0.0892
198000.19,AUR,0.1867,0.0889
199800.19,AUR,0.1846,0.0887
201600.19,AUR,0.1834,0.0893
203400.19,AUR,0.1818,0.0887
205200.19,AUR,0.1815,0.0888
207000.19,AUR,0.1799,0.0885
208800.19,AUR,0.1803,0.0894
210600.19,AUR,0.1774,0.0884
212400.19,AUR,0.1772,0.0888
214200.19,AUR,0.1767,0.0886
216000.19,AUR,0.1751,0.0888
217800.19,AUR,0.1735,0.0883
219600.19,AUR,0.1732,0.0886
221400.19,AUR,0.1719,0.089
223200.19,AUR,0.1716,0.0886
225000.19,AUR,0.1703,0.0887
226800.19,AUR,0.1703,0.0885
228600.19,AUR,0.169,0.0891
230400.19,AUR,0.1685,0.0891
232200.19,AUR,0.1683,0.0887
234000.19,AUR,0.1668,0.0884
235800.19,AUR,0.1668,0.0895
237600.19,AUR,0.1666,0.0886
239400.19,AUR,0.1653,0.0894
241200.19,AUR,0.1649,0.0891
243000.19,AUR,0.1639,0.0885
244800.19,AUR,0.1643,0.0891
246600.19,AUR,0.166,0.0893
0,AUR,0.1001,0.1064
1800.19,AUR,0.0955,0.1041
3600.19,AUR,0.0958,0.1013
5400.19,AUR,0.0948,0.1001
7200.19,AUR,0.0947,0.0977
9000.19,AUR,0.094,0.0973
10800.19,AUR,0.0934,0.0965
12600.19,AUR,0.0936,0.0956
14400.19,AUR,0.0928,0.0953
16200.19,AUR,0.0929,0.0946
18000.19,AUR,0.0925,0.0947
19800.19,AUR,0.0921,0.0936
21600.19,AUR,0.0922,0.0967
23400.19,AUR,0.0933,0.0927
25200.19,AUR,0.0924,0.0927
27000.19,AUR,0.093,0.0919
28800.19,AUR,0.0929,0.0933
30600.19,AUR,0.0926,0.092
32400.19,AUR,0.0927,0.0922
34200.19,AUR,0.0931,0.0914
36000.19,AUR,0.0945,0.0919
37800.19,AUR,0.0949,0.0934
39600.19,AUR,0.0957,0.094
41400.19,AUR,0.0965,0.0903
43200.19,AUR,0.0979,0.0931
45000.19,AUR,0.0999,0.0905
46800.19,AUR,0.1012,0.09
48600.19,AUR,0.1038,0.0908
50400.19,AUR,0.1051,0.0909
52200.19,AUR,0.1082,0.0903
54000.19,AUR,0.1117,0.0903
55800.19,AUR,0.1157,0.0908
57600.19,AUR,0.1207,0.0904
59400.19,AUR,0.1255,0.0899
61200.19,AUR,0.1319,0.0904
63000.19,AUR,0.1375,0.0896
64800.19,AUR,0.1455,0.0901
66600.19,AUR,0.1532,0.0894
68400.19,AUR,0.1617,0.0897
70200.19,AUR,0.1705,0.0896
72000.19,AUR,0.1788,0.0898
73800.19,AUR,0.1875,0.0897
75600.19,AUR,0.1953,0.0901
77400.19,AUR,0.2022,0.0888
79200.19,AUR,0.2088,0.0894
81000.19,AUR,0.2147,0.0895
82800.19,AUR,0.22,0.0894
84600.19,AUR,0.2242,0.0895
86400.19,AUR,0.2279,0.0892
88200.19,AUR,0.2336,0.0904
90000.19,AUR,0.2358,0.0888
91800.19,AUR,0.2398,0.09
93600.19,AUR,0.242,0.0893
95400.19,AUR,0.2451,0.09
97200.19,AUR,0.2471,0.0896
99000.19,AUR,0.2484,0.0886
100800.19,AUR,0.2508,0.0894
102600.19,AUR,0.2521,0.0904
104400.19,AUR,0.2529,0.0889
106200.19,AUR,0.2538,0.0888
108000.19,AUR,0.255,0.0892
109800.19,AUR,0.2546,0.0892
111600.19,AUR,0.2557,0.0893
113400.19,AUR,0.2566,0.0895
115200.19,AUR,0.2572,0.0886
117000.19,AUR,0.2582,0.0887
118800.19,AUR,0.2596,0.0893
120600.19,AUR,0.2603,0.0889
122400.19,AUR,0.261,0.0892
124200.19,AUR,0.2628,0.0888
126000.19,AUR,0.2627,0.0891
127800.19,AUR,0.2641,0.0891
129600.19,AUR,0.2643,0.0905
131400.19,AUR,0.2644,0.0888
133200.19,AUR,0.264,0.0896
135000.19,AUR,0.264,0.0888
136800.19,AUR,0.264,0.089
138600.19,AUR,0.2628,0.0889
140400.19,AUR,0.2627,0.0891
142200.19,AUR,0.2623,0.0891
144000.19,AUR,0.2626,0.089
145800.19,AUR,0.2607,0.0888
147600.19,AUR,0.2597,0.089
149400.19,AUR,0.2596,0.0891
151200.19,AUR,0.2572,0.0895
153000.19,AUR,0.2573,0.0887
154800.19,AUR,0.2563,0.0889
156600.19,AUR,0.255,0.0888
158400.19,AUR,0.2535,0.0883
160200.19,AUR,0.2517,0.089
162000.19,AUR,0.2496,0.0894
163800.19,AUR,0.2482,0.0891
165600.19,AUR,0.2462,0.0889
167400.19,AUR,0.2458,0.0888
169200.19,AUR,0.2443,0.0896
171000.19,AUR,0.2421,0.0886
172800.19,AUR,0.2406,0.0884
174600.19,AUR,0.2391,0.0887
176400.19,AUR,0.2365,0.0887
178200.19,AUR,0.2349,0.0897
180000.19,AUR,0.2326,0.0889
181800.19,AUR,0.2318,0.0885
183600.19,AUR,0.2294,0.0893
185400.19,AUR,0.2278,0.089
187200.19,AUR,0.2269,0.0893
189000.19,AUR,0.2257,0.0894
190800.19,AUR,0.2231,0.0885
192600.19,AUR,0.221,0.0895
194400.19,AUR,0.2203,0.089
196200.19,AUR,0.2179,0.0892
198000.19,AUR,0.2177,0.0889
199800.19,AUR,0.2158,0.0887
201600.19,AUR,0.2142,0.0893
203400.19,AUR,0.213,0.0887
205200.19,AUR,0.2114,0.0888
207000.19,AUR,0.2108,0.0885
208800.19,AUR,0.21,0.0894
210600.19,AUR,0.2074,0.0884
212400.19,AUR,0.2062,0.0888
214200.19,AUR,0.206,0.0886
216000.19,AUR,0.2051,0.0888
217800.19,AUR,0.2031,0.0883
219600.19,AUR,0.2035,0.0886
221400.19,AUR,0.2024,0.089
223200.19,AUR,0.201,0.0886
225000.19,AUR,0.2003,0.0887
226800.19,AUR,0.1993,0.0885
228600.19,AUR,0.1985,0.0891
230400.19,AUR,0.1977,0.0891
232200.19,AUR,0.1972,0.0887
234000.19,AUR,0.1969,0.0884
235800.19,AUR,0.1968,0.0895
237600.19,AUR,0.1957,0.0886
239400.19,AUR,0.196,0.0894
241200.19,AUR,0.1938,0.0891
243000.19,AUR,0.1932,0.0885
244800.19,AUR,0.1936,0.0891
246600.19,AUR,0.1929,0.0893
0,AUR,0.0997,0.1064
1800.19,AUR,0.0958,0.1041
3600.19,AUR,0.0955,0.1013
5400.19,AUR,0.0951,0.1001
7200.19,AUR,0.0946,0.0977
9000.19,AUR,0.0946,0.0973
10800.19,AUR,0.0938,0.0965
12600.19,AUR,0.0938,0.0956
14400.19,AUR,0.0935,0.0953
16200.19,AUR,0.0931,0.0946
18000.19,AUR,0.0928,0.0947
19800.19,AUR,0.092,0.0936
21600.19,AUR,0.0916,0.0967
23400.19,AUR,0.0921,0.0927
25200.19,AUR,0.0925,0.0927
27000.19,AUR,0.0917,0.0919
28800.19,AUR,0.0929,0.0933
30600.19,AUR,0.0925,0.092
32400.19,AUR,0.0925,0.0922
34200.19,AUR,0.0926,0.0914
36000.19,AUR,0.0924,0.0919
37800.19,AUR,0.0946,0.0934
39600.19,AUR,0.0948,0.094
41400.19,AUR,0.0954,0.0903
43200.19,AUR,0.096,0.0931
45000.19,AUR,0.0965,0.0905
46800.19,AUR,0.0976,0.09
48600.19,AUR,0.0994,0.0908
50400.19,AUR,0.1018,0.0909
52200.19,AUR,0.1027,0.0903
54000.19,AUR,0.1056,0.0903
55800.19,AUR,0.1087,0.0908
57600.19,AUR,0.1118,0.0904
59400.19,AUR,0.1153,0.0899
61200.19,AUR,0.1195,0.0904
63000.19,AUR,0.1261,0.0896
64800.19,AUR,0.1303,0.0901
66600.19,AUR,0.1332,0.0894
68400.19,AUR,0.1402,0.0897
70200.19,AUR,0.149,0.0896
72000.19,AUR,0.1526,0.0898
73800.19,AUR,0.1584,0.0897
75600.19,AUR,0.1637,0.0901
77400.19,AUR,0.1673,0.0888
79200.19,AUR,0.1749,0.0894
81000.19,AUR,0.1773,0.0895
82800.19,AUR,0.1819,0.0894
84600.19,AUR,0.1861,0.0895
86400.19,AUR,0.1918,0.0892
88200.19,AUR,0.1943,0.0904
90000.19,AUR,0.1959,0.0888
91800.19,AUR,0.2007,0.09
93600.19,AUR,0.2023,0.0893
95400.19,AUR,0.2037,0.09
97200.19,AUR,0.2054,0.0896
99000.19,AUR,0.2077,0.0886
100800.19,AUR,0.2084,0.0894
102600.19,AUR,0.2131,0.0904
104400.19,AUR,0.211,0.0889
106200.19,AUR,0.2118,0.0888
108000.19,AUR,0.2164,0.0892
109800.19,AUR,0.2153,0.0892
111600.19,AUR,0.2163,0.0893
113400.19,AUR,0.2167,0.0895
115200.19,AUR,0.2179,0.0886
117000.19,AUR,0.2196,0.0887
118800.19,AUR,0.2198,0.0893
120600.19,AUR,0.2215,0.0889
122400.19,AUR,0.2195,0.0892
124200.19,AUR,0.2194,0.0888
126000.19,AUR,0.2233,0.0891
127800.19,AUR,0.2234,0.0891
129600.19,AUR,0.2236,0.0905
131400.19,AUR,0.224,0.0888
133200.19,AUR,0.2228,0.0896
135000.19,AUR,0.2228,0.0888
136800.19,AUR,0.2206,0.089
138600.19,AUR,0.2225,0.0889
140400.19,AUR,0.2229,0.0891
142200.19,AUR,0.2213,0.0891
144000.19,AUR,0.221,0.089
145800.19,AUR,0.2219,0.0888
147600.19,AUR,0.2204,0.089
149400.19,AUR,0.2212,0.0891
151200.19,AUR,0.2201,0.0895
153000.19,AUR,0.2201,0.0887
154800.19,AUR,0.2206,0.0889
156600.19,AUR,0.2176,0.0888
158400.19,AUR,0.2173,0.0883
160200.19,AUR,0.2159,0.089
162000.19,AUR,0.2162,0.0894
163800.19,AUR,0.2156,0.0891
165600.19,AUR,0.2135,0.0889
167400.19,AUR,0.214,0.0888
169200.19,AUR,0.2114,0.0896
171000.19,AUR,0.2103,0.0886
172800.19,AUR,0.2077,0.0884
174600.19,AUR,0.207,0.0887
176400.19,AUR,0.206,0.0887
178200.19,AUR,0.2042,0.0897
180000.19,AUR,0.2024,0.0889
181800.19,AUR,0.203,0.0885
183600.19,AUR,0.2,0.0893
185400.19,AUR,0.1993,0.089
187200.19,AUR,0.1975,0.0893
189000.19,AUR,0.1971,0.0894
190800.19,AUR,0.1945,0.0885
192600.19,AUR,0.1927,0.0895
194400.19,AUR,0.192,0.089
196200.19,AUR,0.1905,0.0892
198000.19,AUR,0.1888,0.0889
199800.19,AUR,0.1873,0.0887
201600.19,AUR,0.1869,0.0893
203400.19,AUR,0.1844,0.0887
205200.19,AUR,0.1831,0.0888
207000.19,AUR,0.1823,0.0885
208800.19,AUR,0.1815,0.0894
210600.19,AUR,0.1795,0.0884
212400.19,AUR,0.1793,0.0888
214200.19,AUR,0.1785,0.0886
216000.19,AUR,0.177,0.0888
217800.19,AUR,0.1759,0.0883
219600.19,AUR,0.1751,0.0886
221400.19,AUR,0.1758,0.089
223200.19,AUR,0.1733,0.0886
225000.19,AUR,0.1727,0.0887
226800.19,AUR,0.172,0.0885
228600.19,AUR,0.1715,0.0891
230400.19,AUR,0.1701,0.0891
232200.19,AUR,0.1688,0.0887
234000.19,AUR,0.1693,0.0884
235800.19,AUR,0.1691,0.0895
237600.19,AUR,0.1677,0.0886
239400.19,AUR,0.1672,0.0894
241200.19,AUR,0.1679,0.0891
243000.19,AUR,0.1659,0.0885
244800.19,AUR,0.1657,0.0891
246600.19,AUR,0.1655,0.0893
